"person_id","person_type","crash_record_id","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1852797","DRIVER","5eac7f26713d00034b7be115f75b504df505259b33110ac7855927e34424e4bdfd0bdbca8ecf963e12cd2f5dcd648b4fd516668c9d3219107fe4a052b217adf0","1765005","2024-06-29T02:45:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852798","DRIVER","5eac7f26713d00034b7be115f75b504df505259b33110ac7855927e34424e4bdfd0bdbca8ecf963e12cd2f5dcd648b4fd516668c9d3219107fe4a052b217adf0","1765007","2024-06-29T02:45:00.000",,"CHICAGO","IL","60626","M","46","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852818","DRIVER","d7ba7bb0e9743a48855caaae43aa7b24075fac0569551fc5e008ae43bbeb8cf3916f26e1b2de4163594908a57e6871c03872973b36cf54d57c8fa58778cbdfc6","1765029","2024-06-29T02:45:00.000",,"CHICAGO","IL","60617","M","28",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852819","DRIVER","d7ba7bb0e9743a48855caaae43aa7b24075fac0569551fc5e008ae43bbeb8cf3916f26e1b2de4163594908a57e6871c03872973b36cf54d57c8fa58778cbdfc6","1765023","2024-06-29T02:45:00.000",,"CHICAGO","IL","60660","M","56","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852799","DRIVER","57117ee976dea338f1ace25ea8e754ddcfb93011257225f0b454c7f8aad0aac8f8db1eb174991666e8ceea9aad8d4dd9b2ed481df2d0f12a72ae05316df7de97","1765008","2024-06-29T02:15:00.000",,"CHICAGO","IL","60619","F","47","IL","D","SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853110","DRIVER","1407e85e7585e1973d1cdd718bcded93304eccb5ff6bea276683bb97655449ba1df14290682a80949affee8657bf17b1b3f30319721bd7e914679399fb12d5c1","1765291","2024-06-29T02:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853104","DRIVER","ad8fe7a632dfa84f17dea0ae56ef968c59dabca988fca9ec7ad8559423e8fca3ba62f25a5eedecf0e7ba20e66eeabc44d4e4e4e5025a9cf62b6ada0244110745","1765287","2024-06-29T02:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852796","DRIVER","1149ea2a9ecead07398555677bfbee0f5bbc1cfa5480ffa8829fee784ddd8ffdd9cb56477ed41cff4e3bd0578268d074a1a19ccb940d32bffcc90a19ee95aa08","1765004","2024-06-29T01:51:00.000",,"CAROL STREAM","IL","60188","M","22",,,"NONE PRESENT","DEPLOYMENT UNKNOWN","UNKNOWN","NONINCAPACITATING INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P409803","PASSENGER","1149ea2a9ecead07398555677bfbee0f5bbc1cfa5480ffa8829fee784ddd8ffdd9cb56477ed41cff4e3bd0578268d074a1a19ccb940d32bffcc90a19ee95aa08","1765004","2024-06-29T01:51:00.000","3",,,,,,,,"NONE PRESENT","DEPLOYMENT UNKNOWN","UNKNOWN","INCAPACITATING INJURY",,,,,,,,,,,,
"O1852804","DRIVER","a30ef274f87b6d28675d5890fee7b66204827e928964b8531875df635d499a899832526032db901fa68e0491a5c07e214fa571ca2dfa1cce67f186e35df0c71e","1765013","2024-06-29T01:44:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852805","DRIVER","a30ef274f87b6d28675d5890fee7b66204827e928964b8531875df635d499a899832526032db901fa68e0491a5c07e214fa571ca2dfa1cce67f186e35df0c71e","1765017","2024-06-29T01:44:00.000",,"FOREST PARK","IL","60130","M","33","IL","D","SAFETY BELT USED","DEPLOYED, SIDE","UNKNOWN","REPORTED, NOT EVIDENT",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852815","DRIVER","238d2a8b3e74195b746df2252fe0b29fa819959d02d9cf4d278bc77958a6ced85f35096095d82e12474deaa5170a43c1c880f40d4c3d32efa22bcf0c9ed88057","1765044","2024-06-29T01:42:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY","DNA","DNA",,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852801","DRIVER","c66f79269fedfe7fdbd42a0bc25480ed8d623016a51f3841722d9c8ebe142041f6078ff00b598ee95c206841f9deed435c3c3273dd3969d1cf3732712564dca7","1765011","2024-06-29T01:39:00.000",,"CHICAGO","IL","60629","M","39","IL","D","SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NONINCAPACITATING INJURY","REFUSED","CFD",,"IMPROPER LANE CHANGE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852802","DRIVER","c66f79269fedfe7fdbd42a0bc25480ed8d623016a51f3841722d9c8ebe142041f6078ff00b598ee95c206841f9deed435c3c3273dd3969d1cf3732712564dca7","1765012","2024-06-29T01:39:00.000",,"CHICAGO","IL","60636","F","20","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DNA","DNA",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852792","DRIVER","ff8a8d1f5e227669d7b2de8c1e7a07a92ac510ba12a9fdff1b069ef73c76a99f32249802b98fb0cef2d1a8dbcc12375fbac9e4f42bdd10b33475a8c8a4706016","1765009","2024-06-29T01:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852820","DRIVER","aedd6c6449380f8c5a4eca6f74d39f7e9f84a5e2886bf29e53844429d2f075393f5c028a37043ebb42abed4fee6aa9de8790ecab45e66b942b4c89a5584dc6a3","1765025","2024-06-29T01:12:00.000",,"CHICAGO","IL","60639","F","30","IL","D","SAFETY BELT NOT USED","DEPLOYED, COMBINATION","NONE","NONINCAPACITATING INJURY","ILLINOIS MASONIC HOSPITAL","CFD",,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852821","DRIVER","aedd6c6449380f8c5a4eca6f74d39f7e9f84a5e2886bf29e53844429d2f075393f5c028a37043ebb42abed4fee6aa9de8790ecab45e66b942b4c89a5584dc6a3","1765031","2024-06-29T01:12:00.000",,"CHICAGO","IL","60659","M","43","IL","D","SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NONINCAPACITATING INJURY","SWEDISH","CFD",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852787","DRIVER","414028a3c3ccf0df5bf74535b1936c7e36ad78309adbc6fef083eef351f223f23e534eaf56350e0d9957682591e629cbf0e7bbc5cbeeaa5bf9d5b4b8418001c2","1764999","2024-06-29T01:00:00.000",,"CHICAGO","IL","60622","M","19","IL","D","USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P409799","PASSENGER","414028a3c3ccf0df5bf74535b1936c7e36ad78309adbc6fef083eef351f223f23e534eaf56350e0d9957682591e629cbf0e7bbc5cbeeaa5bf9d5b4b8418001c2","1764999","2024-06-29T01:00:00.000","3","CHICAGO","IL","60622",,,,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409800","PASSENGER","414028a3c3ccf0df5bf74535b1936c7e36ad78309adbc6fef083eef351f223f23e534eaf56350e0d9957682591e629cbf0e7bbc5cbeeaa5bf9d5b4b8418001c2","1764999","2024-06-29T01:00:00.000","6","CHICAGO","IL","60622","M","15",,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409801","PASSENGER","414028a3c3ccf0df5bf74535b1936c7e36ad78309adbc6fef083eef351f223f23e534eaf56350e0d9957682591e629cbf0e7bbc5cbeeaa5bf9d5b4b8418001c2","1764999","2024-06-29T01:00:00.000","4","CHICAGO","IL","60622","M","17",,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853242","DRIVER","975c698943c3eb38a783258d11671115c2b0c2731523c3eb989c3b976ea0523171add359d3f29347f748643c50e3456db43b1694988935dcce4c923d0f731327","1765425","2024-06-29T00:57:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852776","DRIVER","bc72cef63a9f9e1e93ea97e7f22a1ea758ca8f7887a369c2170f406c6ab395e5ce10a513f3ab6680fbb82df4605529bba802a59ede2cecfafb0776ec4e5d7869","1764983","2024-06-29T00:48:00.000",,"CHICAGO","IL","60617","M","57","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852777","DRIVER","bc72cef63a9f9e1e93ea97e7f22a1ea758ca8f7887a369c2170f406c6ab395e5ce10a513f3ab6680fbb82df4605529bba802a59ede2cecfafb0776ec4e5d7869","1764986","2024-06-29T00:48:00.000",,"CHICAGO","IL","60610","F","32","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852870","DRIVER","453e4ad73b1edf4c57a09abda1b17cdbd1cb9fdf9443db7575b9081c5f4da61f1d2cb1852181fa2d249ad3a0f61b1acce1e2df0ed0e27f5fd00252b341f4f867","1765074","2024-06-29T00:44:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852871","DRIVER","453e4ad73b1edf4c57a09abda1b17cdbd1cb9fdf9443db7575b9081c5f4da61f1d2cb1852181fa2d249ad3a0f61b1acce1e2df0ed0e27f5fd00252b341f4f867","1765076","2024-06-29T00:44:00.000",,"CHICAGO","IL","60616","M","29","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852786","DRIVER","9a8adfe410ea8d012d7a3b2f28dbea362fabce0158654b09b4dd49dfc49f7846d86f02c03fc84cf837e1e6d41948ae6c17ede183d486b390d1c13a9cb78940e8","1764995","2024-06-29T00:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852942","DRIVER","cdd63746ed4fbdc702fdfb46dc0077b8a02df9f3c820fa9ffb3a8cea41113521bf7098142d2c35c7c22c1dc822db6196530b22a5bd5c617229eedca27bcee3c6","1765143","2024-06-29T00:30:00.000",,"CHICAGO","IL","60660","M","63","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852763","DRIVER","38e11fd51956e6e1a72b8221ae14f63748e4d937f2da22d52390846d5e65322423eea2247a4206b1cd65fae29ff7010c069b5f10f26b73bb7eb57718792ef9f1","1764976","2024-06-29T00:24:00.000",,"EVERGREEN PARK","IL","60805","M","32","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"TEXTING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852944","DRIVER","74979673dc4b7b7c47ed9ff218ff6e972f3db37c5b92d24fd8881acffb3d8566e117db7c953e0596e152fc4986d38da72d4db18c1258ab012bb391e205671ba8","1765147","2024-06-29T00:20:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852945","DRIVER","74979673dc4b7b7c47ed9ff218ff6e972f3db37c5b92d24fd8881acffb3d8566e117db7c953e0596e152fc4986d38da72d4db18c1258ab012bb391e205671ba8","1765152","2024-06-29T00:20:00.000",,"CHICAGO","IL","60626","M","23","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852780","DRIVER","813b3277f3a7d82aac753e5a75fe1cda50aab3131c0f5cb1019c0bf319795444c4b0af2de05c0e02e6473f39a1fac3116c26b81fb5ea3fa4e5980719a64ad4fd","1764982","2024-06-29T00:17:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852781","DRIVER","813b3277f3a7d82aac753e5a75fe1cda50aab3131c0f5cb1019c0bf319795444c4b0af2de05c0e02e6473f39a1fac3116c26b81fb5ea3fa4e5980719a64ad4fd","1764987","2024-06-29T00:17:00.000",,"CHICAGO","IL","60637","M","17","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409796","PASSENGER","813b3277f3a7d82aac753e5a75fe1cda50aab3131c0f5cb1019c0bf319795444c4b0af2de05c0e02e6473f39a1fac3116c26b81fb5ea3fa4e5980719a64ad4fd","1764987","2024-06-29T00:17:00.000","3",,"IL",,"M",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409797","PASSENGER","813b3277f3a7d82aac753e5a75fe1cda50aab3131c0f5cb1019c0bf319795444c4b0af2de05c0e02e6473f39a1fac3116c26b81fb5ea3fa4e5980719a64ad4fd","1764987","2024-06-29T00:17:00.000","5",,,,"M",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853302","DRIVER","69677c283cb0d8c60e2bb85be1b186574e0974d526cc8003f5ecf8fa8ef5665f9dd607b11e9c2f1b5ff65402883ca1dba4259e553be6e2b392625db6d2ba47a9","1765479","2024-06-29T00:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852976","DRIVER","e41113d1f288f67da8b0a57736001dd63d49959e23d6652268142384804bf690b7640f502d916c08273e19eff8aa40c8459185b2c53b8f2b6a0658acd7c36814","1765194","2024-06-29T00:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852761","DRIVER","ee2af41be6e0f4112634ddc832e9f964a476eb46f0f20bf0454df82ff7e60ce96e31a74e711201e1a04d2e69173ac0fe23ab7971d286bbaf83cd75f282f2729a","1764972","2024-06-29T00:00:00.000",,"CHICAGO","IL","60636","M","26",,,"SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852762","DRIVER","ee2af41be6e0f4112634ddc832e9f964a476eb46f0f20bf0454df82ff7e60ce96e31a74e711201e1a04d2e69173ac0fe23ab7971d286bbaf83cd75f282f2729a","1764978","2024-06-29T00:00:00.000",,"CHICAGO","IL","60629","M","20","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1852783","DRIVER","d4e3695368a43d5833a4cd237f74f5e3e448c0dc5d3200ad2e81f47531a37a90e5686af6599cd8468e6e9b3f4d0eacc6ef48a41087f0847e895a9a200fb28a9c","1764993","2024-06-28T23:55:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852784","PEDESTRIAN","d4e3695368a43d5833a4cd237f74f5e3e448c0dc5d3200ad2e81f47531a37a90e5686af6599cd8468e6e9b3f4d0eacc6ef48a41087f0847e895a9a200fb28a9c",,"2024-06-28T23:55:00.000",,"CHICAGO","IL","60609","F","44",,,"NONE PRESENT",,,"NONINCAPACITATING INJURY","MT SINAI","CFD AMB 69",,"NONE","NOT OBSCURED","NORMAL","CROSSING - NO CONTROLS (AT INTERSECTION)","NO CONTRASTING CLOTHING","IN CROSSWALK","TEST NOT OFFERED",,
"O1852774","DRIVER","c0b87057c14ce82b84de07bc07ff18b1981c112b7782dc51580cf2eb8bfe47ca28783f6daf82570930ca5384bd97d7caa052c7d9102b9d41474575314321c76c","1764984","2024-06-28T23:52:00.000",,"CHICAGO","IL","60644","M","82","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852775","DRIVER","c0b87057c14ce82b84de07bc07ff18b1981c112b7782dc51580cf2eb8bfe47ca28783f6daf82570930ca5384bd97d7caa052c7d9102b9d41474575314321c76c","1764991","2024-06-28T23:52:00.000",,"RANTOUL","IL","61866","F","30","IL",,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852767","DRIVER","17daef6cc4ab593798d014c2a65fad595fd6ffe8ae3ff54d1d964f03038da4221ba3b320d8f929086c10f65f618cf999a95de6cb8ebf079f99740b354ac76d49","1764989","2024-06-28T23:36:00.000",,"CHICAGO","IL","60645","M","28","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","IMPAIRED - ALCOHOL",,,,"TEST REFUSED",,
"O1852768","DRIVER","17daef6cc4ab593798d014c2a65fad595fd6ffe8ae3ff54d1d964f03038da4221ba3b320d8f929086c10f65f618cf999a95de6cb8ebf079f99740b354ac76d49","1764996","2024-06-28T23:36:00.000",,,,,"F","33","IL","B","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409798","PASSENGER","17daef6cc4ab593798d014c2a65fad595fd6ffe8ae3ff54d1d964f03038da4221ba3b320d8f929086c10f65f618cf999a95de6cb8ebf079f99740b354ac76d49","1764989","2024-06-28T23:36:00.000","3",,,,,,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853088","DRIVER","3b45cab3f2a3e8bd549d73e6b7cc46a93860aa7ff9707a0b21caf80bddb8f3cae284bc09ac5c6e8fc523bdf4a4ed33d9d978941649f0dac7cc218dc4af8c1956","1765275","2024-06-28T23:30:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853089","DRIVER","3b45cab3f2a3e8bd549d73e6b7cc46a93860aa7ff9707a0b21caf80bddb8f3cae284bc09ac5c6e8fc523bdf4a4ed33d9d978941649f0dac7cc218dc4af8c1956","1765280","2024-06-28T23:30:00.000",,"CHICAGO","IL","60629","M","23","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409860","PASSENGER","3b45cab3f2a3e8bd549d73e6b7cc46a93860aa7ff9707a0b21caf80bddb8f3cae284bc09ac5c6e8fc523bdf4a4ed33d9d978941649f0dac7cc218dc4af8c1956","1765280","2024-06-28T23:30:00.000","3",,,,"M",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409861","PASSENGER","3b45cab3f2a3e8bd549d73e6b7cc46a93860aa7ff9707a0b21caf80bddb8f3cae284bc09ac5c6e8fc523bdf4a4ed33d9d978941649f0dac7cc218dc4af8c1956","1765275","2024-06-28T23:30:00.000","3",,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409862","PASSENGER","3b45cab3f2a3e8bd549d73e6b7cc46a93860aa7ff9707a0b21caf80bddb8f3cae284bc09ac5c6e8fc523bdf4a4ed33d9d978941649f0dac7cc218dc4af8c1956","1765275","2024-06-28T23:30:00.000","4",,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409863","PASSENGER","3b45cab3f2a3e8bd549d73e6b7cc46a93860aa7ff9707a0b21caf80bddb8f3cae284bc09ac5c6e8fc523bdf4a4ed33d9d978941649f0dac7cc218dc4af8c1956","1765275","2024-06-28T23:30:00.000","6",,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853278","DRIVER","95c41767294213ca3acbe4c4a273a7655e4c9ec03d643e630071feb502bbd30bfecf42ce617d092902cfab315176454ea3f75f8ebe38c7f6cdf270037be0ab12","1765463","2024-06-28T23:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852765","DRIVER","b92f5a78fd7132f96168b0949e788f96cb0f238638ad347f9f0730bd1076f4d373e76b6006e80676ea28875ccc8a4c4123895002ac29ac8ec5bc15441baf03fd","1764975","2024-06-28T23:27:00.000",,"CHICAGO","IL","60629","F","41",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852766","DRIVER","b92f5a78fd7132f96168b0949e788f96cb0f238638ad347f9f0730bd1076f4d373e76b6006e80676ea28875ccc8a4c4123895002ac29ac8ec5bc15441baf03fd","1764979","2024-06-28T23:27:00.000",,"OAK LAWN","IL","60453","M","41","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P409788","PASSENGER","b92f5a78fd7132f96168b0949e788f96cb0f238638ad347f9f0730bd1076f4d373e76b6006e80676ea28875ccc8a4c4123895002ac29ac8ec5bc15441baf03fd","1764975","2024-06-28T23:27:00.000","3",,,,"F","25",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"P409790","PASSENGER","b92f5a78fd7132f96168b0949e788f96cb0f238638ad347f9f0730bd1076f4d373e76b6006e80676ea28875ccc8a4c4123895002ac29ac8ec5bc15441baf03fd","1764975","2024-06-28T23:27:00.000","4","CHICAGO","IL","60629","M",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1852751","DRIVER","904e6aa1d99d0dd4104a27de38c8c5f68f21e6c96cfe867347b8bda4c348d651b6e0ca944abc9ad93642544be70ed0630491d6c88cd884a215cc8433449670a0","1764955","2024-06-28T23:23:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852752","DRIVER","904e6aa1d99d0dd4104a27de38c8c5f68f21e6c96cfe867347b8bda4c348d651b6e0ca944abc9ad93642544be70ed0630491d6c88cd884a215cc8433449670a0","1764964","2024-06-28T23:23:00.000",,"CHICAGO","IL","60649","M","44","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1852757","DRIVER","3b792399792968c2d10ad5c5ca18cd6ddd94f00285184c6008fed8e7f6c8731d97635c6dde52210ffeb4b384359cbac551de57d6d136e570bfd1b9ce490c6b7d","1764965","2024-06-28T23:20:00.000",,"BLOOMINGDALE","IL","60108","M","39","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852758","DRIVER","3b792399792968c2d10ad5c5ca18cd6ddd94f00285184c6008fed8e7f6c8731d97635c6dde52210ffeb4b384359cbac551de57d6d136e570bfd1b9ce490c6b7d","1764968","2024-06-28T23:20:00.000",,"CHICAGO","IL","60640","M","19","IL","D","USAGE UNKNOWN","DEPLOYED, COMBINATION","UNKNOWN","REPORTED, NOT EVIDENT","WEISS HOSPITAL","46",,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1852738","DRIVER","a2699ebb666f411a9bdf77bacbb66807226bd017b8d04597d351773dc8604fff36a134b0e342c3472a1bc7457ff4cbc24a446167d6b2668597e766204d69d615","1764942","2024-06-28T23:19:00.000",,,,,"X","28",,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
