"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"8747f283b8c19c68f07fb3b1c680a7716eae4adc6255da95d1c740a4f9555f6e4c849a786530296bb1ef14b6cd803cdfffa4e1434f4340bf04d3846895ae4b4e",,"2024-06-27T22:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T22:40:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2257","W","DEVON AVE","2413",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","5","6","41.997666735","-87.687225493","POINT (-87.6872254933 41.997666734985)"
"f27eecf1859af5d966f9f4e6924fdb0680ebf383ba3e5aa946406fa563da901b2a491d63f13c4223f211d8f65510ffc7c7c244b06cdae815e6bcb353c8058d00",,"2024-06-27T22:20:00.000","30","TRAFFIC SIGNAL","UNKNOWN","UNKNOWN","UNKNOWN","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-28T10:30:00.000","FOLLOWING TOO CLOSELY","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","351","N","AUSTIN BLVD","1512",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","22","5","6","41.887026049","-87.774732043","POINT (-87.774732043061 41.887026048576)"
"635bc4eba10b4d993148f57a425acf4c98da05f3d994e746d5b7dee918f7a04935559859bd13db53e696bbf96c0ef99d6e8a1f9e1cf056452cc97319f5051008",,"2024-06-27T22:16:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-06-27T23:02:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5403","W","RICE ST","1524",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","22","5","6","41.895690794","-87.76089061","POINT (-87.760890609512 41.895690793722)"
"b75d5673a0f6f5ccbbe2dd5665209207f79f49a571656e5bebb5331c1dd3e7ef1fe8af5b9b32c1dd7d23e44d72cb81acbcdf5f99ef38c195c48e845893ca5a52",,"2024-06-27T22:10:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-28T02:58:00.000","DISREGARDING STOP SIGN","DISREGARDING STOP SIGN","7900","S","ESSEX AVE","422",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","5","6","41.751673412","-87.56395209","POINT (-87.563952089612 41.751673411906)"
"831895c254ff08143e014e105979dbfc3d3dea2d98d78a5b0970a4d49144840aeb8f7acc4c3075fc666d568fd1c6603d0c282997684be2fe4f5ed9911f742411",,"2024-06-27T22:00:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","UNKNOWN","UNKNOWN","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-27T23:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6021","W","DIVERSEY AVE","2512",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","22","5","6","41.931017325","-87.776804753","POINT (-87.776804752997 41.931017324917)"
"b1ee02a4280e565feed458c55433a32655c35e7a31bf2674f8f9443436d2ad35b6def2193a5d783df4b6ee8c8ee434f8db453b5e2d4bd2a4b7173a90b87a7a98",,"2024-06-27T21:58:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","UNKNOWN","FIXED OBJECT","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-27T21:58:00.000","NOT APPLICABLE","UNABLE TO DETERMINE","4904","S","HALSTED ST","933",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","21","5","6","41.804878794","-87.645576364","POINT (-87.645576364398 41.804878794444)"
"ad192eb25781114fdd25400f693247473132bd6e10adee08a904ab17f852089f4b8d14a63e3b9af1d49296ce14cd4a0052c7a14b4d4a39ea9674245c51f64162",,"2024-06-27T21:47:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","OTHER OBJECT","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y",,"$501 - $1,500","2024-06-28T07:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","6221","W","WRIGHTWOOD AVE","2512",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","21","5","6","41.927289082","-87.781543302","POINT (-87.78154330179 41.927289082194)"
"0b90f3b9908293d77d9e6e3ba36236fe3341a51e56d61c5b4863876ec8a2488c1d542a16e835d0808d5aca1478520876776b1083b475acf04dc22e353356e27c",,"2024-06-27T21:43:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","REAR TO SIDE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-27T22:35:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","2719","N","CALIFORNIA AVE","1411",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","21","5","6","41.930878417","-87.697439658","POINT (-87.697439657518 41.930878417182)"
"0ac6ee3f7fef9b744d86cf7dc6ec8d1396a87d16f1c3f80391fe55b9619e40db68b7969bf54ad2c64389b17c5de8d12323a0e7be5da5af10a627ce8b1debb8cd",,"2024-06-27T21:36:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-27T22:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5627","W","GRAND AVE","2515",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","8","0","21","5","6","41.918865551","-87.767010874","POINT (-87.767010873939 41.918865551309)"
"07e275d70d708145e69c77bd764102e608d54459deabcb312187adbbcbdab18100e3b8564bd3365e48d78bf843b8db89b74b087b6d73752915dc9d5e5d5c9b51",,"2024-06-27T21:20:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","REAR TO FRONT","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,"Y","Y","OVER $1,500","2024-06-27T23:00:00.000","FAILING TO YIELD RIGHT-OF-WAY","IMPROPER BACKING","3202","W","CHICAGO AVE","1121","Y",,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","21","5","6","41.895661729","-87.706710741","POINT (-87.706710740738 41.895661728843)"
"ca3c3038ef1d5ca1b559e6d373bb2106e86dc142bba69244405f8c6cc388851380a1d88c737a91902294f7619ccf6d4f6a79ac0e382bd73781d5a6ba33f6db05",,"2024-06-27T21:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T21:45:00.000","IMPROPER LANE USAGE","NOT APPLICABLE","4300","N","PULASKI RD","1722",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","21","5","6","41.959146353","-87.727922869","POINT (-87.727922868889 41.959146352635)"
"81bf50d2449e475c555c7469ddcc7f5b386addaf23cc30c5427946680def43575b496ebe35b665e2fdc92df9b95853e8d8c90750f48fa31b68d929f089014d15",,"2024-06-27T21:15:00.000","30","STOP SIGN/FLASHER","UNKNOWN","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","T-INTERSECTION",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-06-27T21:49:00.000","DISREGARDING TRAFFIC SIGNALS","NOT APPLICABLE","2824","W","VAN BUREN ST","1124",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","21","5","6","41.876078107","-87.69715773","POINT (-87.697157729784 41.876078106537)"
"93135d9cfc06eea444a7a4210b530b361f4aec8e616e3f0fd1f68b13eb076ca04ba111fb83128acf17b4b4cbb983c86c7ee6349fc32d2f512e1c1641b4996e39",,"2024-06-27T20:53:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T20:53:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","13","W","I190 EXPY","1654",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","5","6",,,
"8f6b9d3b82b2518ce8975329512837fbfe687fc35ab745e6984520758577bd1792cbbed8ed0a4573ff38ec0fdd8ef21df442afbc30c445bc33e0d93c425ecded",,"2024-06-27T20:36:00.000","30","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-28T15:30:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","UNABLE TO DETERMINE","5734","S","CARPENTER ST","712",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","20","5","6","41.789525711","-87.651257345","POINT (-87.651257345378 41.789525711325)"
"9fd1f6414903a118c70e33941f3591c612edc3109eac3c8065f57d29d73046d66966874a16cbb71af098d2ae910183260ed359ce6250ad94843d0083058c96fb",,"2024-06-27T20:27:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-06-27T21:00:00.000","IMPROPER BACKING","IMPROPER BACKING","110","E","23RD ST","132",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","20","5","6","41.851229801","-87.623262425","POINT (-87.623262424954 41.851229801341)"
"07b3b0f76dbd3c74d9d3443f522032f227b4e4661a4c075e54eee6a36cfa848393e8ed6ecd93450b8a407c09da33ee66272705848fd7a3c24eed89dd93bb2c35",,"2024-06-27T20:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T21:13:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","111","E","CHESTNUT ST","1833",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","5","6","41.898261619","-87.625164692","POINT (-87.62516469194 41.898261619089)"
"e0069677c3652ee220e7c79733404846e36bd0b656c3c80eb9c3b674863f703e9eec4e42b70b959654eb7e95ccb9303602675152df99264681aa98ef792937b2","Y","2024-06-27T20:15:00.000","20","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR TO FRONT","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-28T07:15:00.000","NOT APPLICABLE","NOT APPLICABLE","733","S","LARAMIE AVE","1533",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","5","6","41.871061755","-87.754579892","POINT (-87.754579891547 41.871061755387)"
"af67a8613154a49fd577692561060f1821471768be00bca703647acb3330ef93b140db440f48d0d4c507ea7737d59ca9ba878e90a9588ad371e1b4da412a0bb9",,"2024-06-27T20:10:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-06-27T20:18:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","9854","S","VAN VLISSINGEN RD","431",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","20","5","6","41.715631067","-87.574559596","POINT (-87.574559596395 41.715631066806)"
"0cd4060115e81990e2a68dbad00ccb20b21add9b69c6f63c741f06b6cd5c5efffbb6615693b72c284fa44b83247b7d57c5de9773a938eab5e20ba75635e6c631",,"2024-06-27T20:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T21:51:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","753","N","ASHLAND AVE","1215",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","5","6","41.895966547","-87.667141595","POINT (-87.667141595079 41.895966546916)"
"37f55c0b28ffd1643dbfaabefcc5f9287444b12e4c57b95ac12fab9861bf3440862e81cbce0efa83f20611f0f78534f6113fa9ec8eff7c27846437f8a85cef19",,"2024-06-27T20:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-27T20:28:00.000","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","NOT APPLICABLE","716","S","ADA ST","1231",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","20","5","6","41.872623126","-87.66036034","POINT (-87.660360340273 41.872623126208)"
"c1dcc8c0dcddfa3a5460f6a44d71a495d0f6263654773889ab9543b8be42cd3e84d386d080b3b14f97cfbc46a38a5f609eaa56205f9e6872db9df3a988a94ee8",,"2024-06-27T20:00:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-06-28T13:31:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1664","N","LEAVITT ST","1434",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","20","5","6","41.912232138","-87.682533486","POINT (-87.682533486238 41.912232137985)"
"87ccc8fe67ea496533879a0de23a65d66cd88dac6822a2445f9135f9b237ae970664d3bc46527c41ca267e3f720b95e758d1e65d6c1f80d568db493ef98fba5d",,"2024-06-27T19:58:00.000","35","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR TO FRONT","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-06-27T20:30:00.000","IMPROPER BACKING","UNABLE TO DETERMINE","9300","S","HALSTED ST","2223",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","5","6","41.724858012","-87.643452218","POINT (-87.643452218452 41.724858012117)"
"3c8930bc6b9ea8b83c26289554e6a66101b60447472532af67dd876dae15b947df5a36aed24e3544818085e24d9e26332193c2e7567c90d328119a792e766e39",,"2024-06-27T19:46:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,"Y","Y","OVER $1,500","2024-06-27T19:50:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4359","S","HOMAN AVE","821",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","5","6","41.813645831","-87.708949666","POINT (-87.708949666399 41.813645830614)"
"df0503cac0849b796dd551d0cbd87bbcc454ba520a8696d8ca3a55c063a848b037b5bfb239421449e7e7a7b3b6a1f7c875ea87b014eed17f6a09e4b2239de76a",,"2024-06-27T19:40:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-06-27T20:30:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","4337","W","CERMAK RD","1013",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","5","6","41.851304147","-87.733470528","POINT (-87.733470528192 41.851304146769)"
"25bab6b4109b17ffb86b660376aff7563b5fb58bcfe68ec51915c4f8322334d662465dec7f0abbdb73861fb69872023cd6c152c4c92a19b6e744082e964e7006",,"2024-06-27T19:35:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DUSK","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-27T21:20:00.000","IMPROPER LANE USAGE","FAILING TO YIELD RIGHT-OF-WAY","749","N","ASHLAND AVE","1215",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","5","6","41.895839537","-87.667138068","POINT (-87.667138067985 41.895839537135)"
"8420e4494d5416200b1dbf10c11114fc67d65cacc5048a63391039a9fdd3e51970ede850b8e687ef5ab2ce2e24cbfeb3e4b5fe7ba8397365c28ead0969b4d1eb",,"2024-06-27T19:30:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-06-27T20:35:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","200","W","DIVISION ST","1821",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","5","6","41.903962496","-87.634555121","POINT (-87.634555120597 41.90396249623)"
"92b7910391a263081f126cac6da8c2439eaec7f128c5c99cc5bd33ffdf7f4b2264131880f30a91ae313a4162458107cce0ea1d3907fed3f1cbc8465b806a7ce0",,"2024-06-27T19:30:00.000","30","TRAFFIC SIGNAL","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-27T21:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","300","S","LAKE SHORE DR SB","114",,,,,,,"2","NONINCAPACITATING INJURY","2","0","0","2","0","1","0","19","5","6","41.878310135","-87.617575903","POINT (-87.617575903416 41.878310134581)"
"9a2046c1e83beb380004b15a114758875d709f2b4cd5fe74728892393340288a9fa940270a808412dabfb42abf1d9148306e91e32729dc7521c49644465a9bda",,"2024-06-27T19:30:00.000","15","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-27T20:40:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2417","N","CLYBOURN AVE","1931",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","19","5","6","41.925671304","-87.669841569","POINT (-87.669841568759 41.925671303974)"
"c16f710799634c161f5a90c79b6f57dfd812a023c64513a4aea78a4b8080c4b114c7701e27cbed768f09926b53fed23e719c1a66972dcaf22cd0dd62966bd517",,"2024-06-27T19:30:00.000","25","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DUSK","PEDALCYCLIST","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"$500 OR LESS","2024-06-27T19:39:00.000","DISTRACTION - FROM OUTSIDE VEHICLE","NOT APPLICABLE","3898","N","LONG AVE","1633",,,,,,,"2","INCAPACITATING INJURY","1","0","1","0","0","0","0","19","5","6","41.951429354","-87.762163526","POINT (-87.762163526045 41.951429353679)"
"cce137b6e67765679a788d25494f2e7feff3f577a0760f37fc98f9b7a747220ab51a92c8396486ac0288845785629b6550926a4bfc52b94316f278fcbffee59d",,"2024-06-27T19:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","OTHER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-06-27T20:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","116","E","118TH ST","532",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","5","6","41.679999441","-87.619830868","POINT (-87.619830867504 41.679999440817)"
"4740fd5bdbb257ac11dd2bc3152c169e6d6a0090c527d05930bde3cabaa07fd6f2ba80eca73852cfaefb2c7e33b711613ba11be2fa4cb67da42adfd125997be1",,"2024-06-27T19:23:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-27T20:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3246","W","ADDISON ST","1733",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","5","6","41.946716898","-87.709671874","POINT (-87.709671873679 41.946716898377)"
"7f44d25ac9d83c70734462ec4045429b265f7174db452cb2970fe1565773e23648b152d6da716ee5d3393411f07d0f2f13415a27f59814d63cddd7f7381a6e07",,"2024-06-27T19:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO FRONT","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T20:35:00.000","IMPROPER BACKING","NOT APPLICABLE","5600","S","STATE ST","225",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","5","6","41.792750391","-87.625797298","POINT (-87.625797298187 41.792750391119)"
"544aa6ab8f75d38b487964be2d96f36381aedbef6eba7c3bdcd642e28bfebcc3c0d1354b3c6aea63f76ff498692e8483ac9e646cfbbcc4ba2b18db1764b18bc4",,"2024-06-27T19:16:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-27T19:40:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2227","S","HOYNE AVE","1034",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","19","5","6","41.851277609","-87.678123815","POINT (-87.678123815237 41.851277608969)"
"cc66684ee142fdab527087259dc45a18cf4961792310ab4e49aed88cf628f4cd013e3f3800450e3d1ea5e9b3d7e161bc0e064aad7712dcfac69895ff0fd0142a",,"2024-06-27T19:15:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-27T19:15:00.000","NOT APPLICABLE","NOT APPLICABLE","5701","S","CICERO AVE","813",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","5","6","41.789338642","-87.741352563","POINT (-87.741352562622 41.789338641753)"
"fdae7e8be2a733d1ee399f07cfcf6855c3eca14be784be97438a86abcf02beedbfa4beaa97a576cf7783dc800ec433e9556067b36b8f3dfe84dc70bb0e507a4d",,"2024-06-27T19:10:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DUSK","REAR TO FRONT","T-INTERSECTION",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-06-27T19:14:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","628","E","51ST ST","223",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","19","5","6","41.802297124","-87.610106219","POINT (-87.610106219127 41.802297123864)"
